epoch,train_loss,train_accuracy,train_1st degree av block_rocauc,train_1st degree av block_prauc,train_abnormal QRS_rocauc,train_abnormal QRS_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial flutter_rocauc,train_atrial flutter_prauc,train_bundle branch block_rocauc,train_bundle branch block_prauc,train_complete right bundle branch block_rocauc,train_complete right bundle branch block_prauc,train_early repolarization_rocauc,train_early repolarization_prauc,train_incomplete right bundle branch block_rocauc,train_incomplete right bundle branch block_prauc,train_left anterior fascicular block_rocauc,train_left anterior fascicular block_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left axis deviation_rocauc,train_left axis deviation_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_left ventricular hypertrophy_rocauc,train_left ventricular hypertrophy_prauc,train_low qrs voltages_rocauc,train_low qrs voltages_prauc,train_myocardial infarction_rocauc,train_myocardial infarction_prauc,train_nonspecific intraventricular conduction disorder_rocauc,train_nonspecific intraventricular conduction disorder_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_normal ecg_rocauc,train_normal ecg_prauc,train_pacing rhythm_rocauc,train_pacing rhythm_prauc,train_premature ventricular contractions_rocauc,train_premature ventricular contractions_prauc,train_prolonged pr interval_rocauc,train_prolonged pr interval_prauc,train_prolonged qt interval_rocauc,train_prolonged qt interval_prauc,train_qwave abnormal_rocauc,train_qwave abnormal_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_st interval abnormal_rocauc,train_st interval abnormal_prauc,train_t wave inversion_rocauc,train_t wave inversion_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_1st degree av block_rocauc,valid_1st degree av block_prauc,valid_abnormal QRS_rocauc,valid_abnormal QRS_prauc,valid_atrial flutter_rocauc,valid_atrial flutter_prauc,valid_complete right bundle branch block_rocauc,valid_complete right bundle branch block_prauc,valid_incomplete right bundle branch block_rocauc,valid_incomplete right bundle branch block_prauc,valid_left anterior fascicular block_rocauc,valid_left anterior fascicular block_prauc,valid_left axis deviation_rocauc,valid_left axis deviation_prauc,valid_left ventricular hypertrophy_rocauc,valid_left ventricular hypertrophy_prauc,valid_low qrs voltages_rocauc,valid_low qrs voltages_prauc,valid_myocardial infarction_rocauc,valid_myocardial infarction_prauc,valid_nonspecific intraventricular conduction disorder_rocauc,valid_nonspecific intraventricular conduction disorder_prauc,valid_normal ecg_rocauc,valid_normal ecg_prauc,valid_pacing rhythm_rocauc,valid_pacing rhythm_prauc,valid_qwave abnormal_rocauc,valid_qwave abnormal_prauc,valid_t wave inversion_rocauc,valid_t wave inversion_prauc,valid_mean_rocaucs,valid_mean_praucs
0,4.884683781792927,0.41596169662789334,0.6458113750836378,0.11584683124956739,0.2923265780862373,0.038550297271520775,0.7021318838929024,0.023084635822681502,0.948420621225558,0.7651708130577204,0.6861920425843997,0.13729413966060572,0.915671778682988,0.5136066492208091,0.803939984188591,0.018761136402926,0.7566384757919188,0.1309315066272171,0.8344415159982357,0.14408187505033127,0.5393032398615827,0.011931541942227687,0.8143613744894366,0.38227431661507166,0.8298897942882043,0.10722210238638887,0.7104042118141004,0.1808376508165101,0.5153308861788546,0.019144032648405893,0.6929710287626298,0.3054152499675795,0.5441597346702114,0.03132473134380751,0.47367684336786237,0.008701559107177691,0.9163529197835465,0.7173580435664897,0.95934080766979,0.6532900771471805,0.8985311217047932,0.44387273126832477,0.48479885634028896,0.010167607135651353,0.5641283401748345,0.013036402502586777,0.4264457917586705,0.02192577496729083,0.5700489972065839,0.024953670434899204,0.6039468472198606,0.02073755887344756,0.7264821671554051,0.26531281367099524,0.6867595083838893,0.19633975956759286,0.41677680852938587,0.657910865948691,0.1353503710613806,0.2902428326810968,0.04052391382678667,0.9514741981040459,0.7573857893397864,0.9082256031605644,0.4821035037803204,0.7747211343225243,0.14205102232985148,0.8302759345077134,0.13682915385858155,0.8248039206290376,0.3881442736366092,0.7150506779326711,0.19322951273676017,0.5249654480579258,0.022372664742746445,0.6954918151234997,0.3173899688291289,0.5539174161045446,0.030790764590575583,0.9116092054103404,0.697013726671964,0.9480710428457295,0.6309262437720011,0.4542024345188998,0.026833062949790275,0.7474246722142814,0.26235448796522937,0.7192258134374377,0.2842198973394341
1,4.431042342723264,0.3403830337210669,0.7427831893570956,0.2543751997070992,0.3733631243151795,0.04791368337754516,0.7202455898182929,0.0211650996416187,0.969149398856869,0.8329882849953374,0.8230592729747076,0.2154438465685762,0.9232021882575697,0.5964203965578472,0.858169244960823,0.02993146079280614,0.788391563542097,0.1836282409752956,0.8772653755650066,0.21820364911205403,0.5030895129731529,0.008146542278541297,0.7805415627283655,0.3876525035767697,0.8716369782169214,0.05416123521947704,0.6686409823930688,0.1736397655777947,0.554577223360564,0.031237639351872345,0.8070841832515044,0.4109533065091564,0.49419725478618104,0.027369370661900223,0.4627935138818229,0.008102807078505364,0.9450782813075381,0.7898949210545901,0.9703567835271938,0.7854792359976198,0.8407363408283268,0.43805432118176485,0.47271334058460757,0.013571780584779635,0.5192472299942018,0.013380065807460071,0.6425022709430758,0.09462234408820527,0.511119373756259,0.0377670830812516,0.6556524222928628,0.025130936785392542,0.7269231501119378,0.2618606698671338,0.7116353597148165,0.22927286117039977,0.33007313419684553,0.7385437600931326,0.25696178083963234,0.3719556225595078,0.050444167754816235,0.9684018743916718,0.82221750024968,0.9069525637983477,0.5401042092484376,0.7816979468220374,0.2079431977068511,0.878244982560506,0.21936194478901655,0.7803329731808701,0.3860967020612883,0.6751471346130599,0.19890580966844476,0.5861442461604229,0.04379066085675261,0.8078039758897069,0.4252823759239215,0.4921917973858265,0.02765717502191248,0.9419345174848291,0.7801123952041223,0.9721174996369816,0.7360265803683934,0.6572015627546762,0.10610614431797792,0.7452748365671521,0.2762510977822182,0.7535963529265819,0.3384841161195643
2,4.265735522572631,0.4171072729409,0.8343601741108562,0.39389106383766004,0.4739767034254012,0.08063862819611893,0.7627867601323419,0.023789026362574905,0.9632440707247409,0.8274293842321404,0.8573148469939558,0.32863899410376607,0.9507123691338534,0.7225590192372359,0.8634038810589598,0.04650950686973557,0.852927207374679,0.3301100836532534,0.9007507329405433,0.35942963349321294,0.6552081301765358,0.014150818278145738,0.8067303455271251,0.4390318636927406,0.9439326046374065,0.1574689307946863,0.8216590556000996,0.3132107943728901,0.586543939562236,0.04373397146001516,0.834561756211109,0.48842945006382577,0.5682324513927023,0.04131469633432615,0.5161486316431555,0.008635746717851523,0.9520628493586769,0.8192426646021136,0.9662303012997008,0.8209308080319392,0.8896821537164621,0.472452008113367,0.584657812896004,0.024660652481814743,0.5762813635338572,0.014147731175122271,0.6108495565435179,0.11767375890622499,0.6164554541957894,0.11291990092755211,0.6945367480379282,0.045779413941281405,0.6342077032595289,0.29014812660105804,0.7583637539802758,0.28218948755694817,0.4080535730020266,0.8228165286721387,0.36990218158447,0.4722266729678435,0.07722708822315812,0.9626251222143094,0.8105860877811449,0.931325982514584,0.6391770073909001,0.8367358133250045,0.3407325756468625,0.9046703703890654,0.38223119663178956,0.8109943491622882,0.4438213816495638,0.8185071483562281,0.32024274350480403,0.5961863724063778,0.05697610186201088,0.8293571926866113,0.47235185842423727,0.5407023922602235,0.043115050149184986,0.9479952755936498,0.8007760737837446,0.9667660410799362,0.7930660995714558,0.6107544958831984,0.14338954781186497,0.6586839110831098,0.2804216467677332,0.7806898445729711,0.398267776052195
3,4.15124174644014,0.43893197039125836,0.7647252256157956,0.39792396565478155,0.566006559436858,0.11018636025130978,0.7814406434266213,0.03047186722243022,0.97070861964153,0.881908547037476,0.8544212245889187,0.36286489648348297,0.9492899291540352,0.6896633368222488,0.8791443264888557,0.11156930586871996,0.8608031592937837,0.2971342935152257,0.8692483894529399,0.3423592232734435,0.5924039535042396,0.012879376277270664,0.7836664237915795,0.4321617439734767,0.9695183810505653,0.6670245858127769,0.8170155633085284,0.2975522288481949,0.613448547259487,0.04846514784203809,0.8322727707355437,0.4590262300966555,0.7164650740382492,0.086616509605714,0.6660695275279566,0.022223335110122158,0.9626203997398403,0.8446667419401959,0.9712092604969134,0.8541599014746504,0.9331503115480763,0.6105156887530586,0.5654164378643238,0.023301678774954895,0.5930041564209858,0.014554344375572134,0.642714986564081,0.142923972090818,0.6378238436993381,0.11479549106468266,0.7131239218572027,0.054909754383646314,0.7512900132132253,0.33428220677789927,0.7791154480661336,0.31708233589734025,0.4197726671953476,0.7575779123787852,0.37695098662041576,0.5661078013748218,0.10796851649270181,0.9695737120998477,0.8726783001226968,0.9291611068138885,0.6112053185927725,0.8369468322285815,0.28224659056397094,0.8772632223302615,0.3395865568087754,0.7887523945792052,0.4253326130290071,0.8196625924959757,0.32078221602515955,0.6157261332510726,0.0626264846018095,0.8182285763633083,0.4386182440744653,0.6737532142480216,0.07072427551881028,0.9573379318079857,0.8201012885196168,0.9556406482581989,0.8292077967819065,0.6436657562122462,0.13239826975403884,0.7686498923205329,0.32798147861795957,0.7985365151175157,0.40122726240827383
4,4.055133221838845,0.34793208788626484,0.8199288668410668,0.3224548990447498,0.5120270332522885,0.07344740863008277,0.7249863213800256,0.021420128426053925,0.98407157500421,0.9065813205759506,0.6769814080521557,0.13631536895834587,0.9405396301241917,0.6699802464923332,0.8414139842319698,0.03332672551829518,0.8138011619100645,0.20612062249851604,0.8867620391427682,0.4308501092073145,0.6071942715368345,0.013166260294483742,0.7857618508777781,0.4416013511330965,0.9440996053183629,0.1663817566549161,0.808831589600384,0.2889502655271557,0.5750037291210424,0.03445811394327785,0.8148207973573713,0.41675598801758157,0.6067772622145612,0.0467855579598297,0.6769952032012041,0.023344576158065195,0.9590749827660352,0.844814316455547,0.9764112538447621,0.8386615401995096,0.8913397875802268,0.5272395858295387,0.5086128241953198,0.01460675797467607,0.5444306467015047,0.010913667946616103,0.5981588462423304,0.14256297565947154,0.6213090491959288,0.11303630784256075,0.7206979400527788,0.07209595934209187,0.7080308505953743,0.318185005146738,0.7518485580900207,0.2736175698244922,0.3444356330954269,0.8111425594604353,0.29882285812982434,0.5012211901887225,0.07121782578023429,0.982020985746876,0.8911758710049165,0.9166758603262259,0.5924048022614522,0.7968493438930709,0.18222282246396687,0.8840953924953046,0.42705333242587007,0.785989152691709,0.436487899579512,0.7999605520172552,0.2920437207699081,0.5679642975410029,0.037407022142920306,0.8005710696904736,0.3948390709272443,0.5730430218229879,0.043322965557101516,0.9543631397920551,0.8269281768535129,0.9751605796103782,0.8233040679262495,0.6084776909855134,0.132051974697442,0.7155423497529187,0.31594082836032883,0.7782051457343286,0.3843482159253656
5,3.9973713634241315,0.41963341557983785,0.8231390353691678,0.47200163111753624,0.5993703129212496,0.1437201525592778,0.8173932160724448,0.03414901387548443,0.9804373045802012,0.8886862164673439,0.7721591330834096,0.4716341861184953,0.9426456952374769,0.7384972423829578,0.9157792825125555,0.19331578737464433,0.8407276942603469,0.3675588164294564,0.8775628639411461,0.37036663490062627,0.6537289172303733,0.015249603489811565,0.7225158353112688,0.3634134978146585,0.9529433501577664,0.6531614860031228,0.8008431293714973,0.3088931832510224,0.607929343476403,0.057990496927971605,0.8985894183093167,0.5982332401292626,0.7037320986540795,0.07058137732149401,0.7233347496645548,0.021009875103076787,0.9651939612753062,0.8515405618772107,0.976510231980133,0.8053604558049041,0.9521540336255628,0.45275764103802907,0.6581583435414378,0.0696453921288993,0.5241563441572615,0.010552528464788722,0.7077369266609903,0.18573775560419417,0.6786219632999542,0.19194937515247074,0.7769290650486559,0.14555827007493627,0.7000143274888588,0.3340967659726204,0.7912425606627468,0.339063891822473,0.4006520398272976,0.7986727967633587,0.4070573047837568,0.5980750120574745,0.12930024062029483,0.9792837144151982,0.8722571251531577,0.9186874227655554,0.6488234601048605,0.8314366610574804,0.38093767494642256,0.8699769966626117,0.37197758451919105,0.7225641671813386,0.35403334969533246,0.7911654015741018,0.3164402329955269,0.6234411143416265,0.060435162318433336,0.8920453217991031,0.5709753888722936,0.6463507669812594,0.058876759249785186,0.9598124650736306,0.8339041350833959,0.970148535766124,0.7802245014416841,0.7055360115181539,0.18438223549620156,0.7097356075315273,0.3224890886164755,0.8011287996992363,0.4194742829264541
6,3.938148991675876,0.4342027963811538,0.8604970003762804,0.42012446455786145,0.6749196379324417,0.16161942750314273,0.789066927521107,0.037444744304664795,0.9708472441069654,0.8727175043231629,0.7995969666249679,0.3558704006442559,0.943463812139488,0.7311327750848634,0.9338380892504691,0.24104955752854615,0.851056895875616,0.4060833761582566,0.8636191253475018,0.24274543638447735,0.626039171548971,0.01343431326160796,0.7791270055375397,0.4138121663764636,0.9658069014485776,0.6849296058202167,0.7741367357926257,0.2870609681330467,0.604965483590481,0.07731109273455519,0.8849364331153792,0.5043834764123085,0.6174814289537032,0.06416065140485328,0.7506091082755472,0.04378865722293761,0.971188333979593,0.8803339404549422,0.9839513876837147,0.8755641022459386,0.8898961523743235,0.5323094200914423,0.6206506874630395,0.03625440602125065,0.5800818313741316,0.026994103523911565,0.7655226445043177,0.21317569468052655,0.606746907558503,0.13526327189595005,0.8099638566987112,0.14295176157213482,0.7580934831337782,0.3429290164200788,0.7952347404695298,0.33628632056774604,0.4095515023350075,0.8423878156556825,0.36694479977737215,0.6712780437435464,0.13845456782618298,0.9700287580831529,0.8619174052899401,0.9237677157710809,0.6501188589475752,0.8480073401007256,0.40321331104908886,0.8579588656459175,0.23232889249980507,0.7777609755507433,0.41929143623412196,0.7725477034275205,0.26145594909734055,0.6058165876850159,0.07230640510183568,0.8747887130406823,0.4858243883158837,0.5764311310448657,0.05083142843151622,0.9637621701179824,0.8569046928992692,0.971679188559812,0.8375333337332352,0.7537219763611129,0.21427014542586262,0.756008337614506,0.34116623072258323,0.8110630214934899,0.41283745635677416
7,3.8924358137316966,0.4895723181764775,0.9240106409183804,0.5812737642997376,0.6808731400088547,0.18492159736812347,0.8275878330935423,0.03408407683327088,0.9815094763460084,0.8957163780531536,0.8473191392393931,0.5045012922543156,0.9655069513967557,0.7853671459021164,0.9374625439773918,0.27013732224619647,0.9230470316887285,0.4673847284153447,0.9167540774559831,0.5518602774614878,0.7145494583525294,0.02412361038160276,0.8403433565144889,0.5140650900545161,0.9706091212157338,0.7460610754607426,0.8296773718913831,0.3416406479773323,0.6463016981614111,0.08157705448204672,0.8940932013002846,0.6077018724299077,0.7461272378686272,0.0846976171102323,0.8346316103326612,0.07420803326045627,0.9693810611942626,0.8560571628503253,0.9855165414174435,0.8613403881893865,0.9515121676369904,0.49635040499976024,0.7744276421390555,0.08917696056252003,0.6098311761853392,0.025846919077264642,0.7102881429496408,0.22985117970235291,0.7097638421567916,0.2231494810676135,0.8068258867629441,0.18990536884024134,0.7232233722480245,0.36284055368011614,0.8354297585558712,0.38784000011385245,0.4642699797338973,0.8973972993794779,0.509365298728761,0.6790715690685587,0.16956813084185052,0.9814949567051351,0.8838237499865522,0.9429227825047226,0.6900494855886089,0.916664618424468,0.4607494184466408,0.9121796086633516,0.5511637946281626,0.8354754994464169,0.48303206518839714,0.8176606073716826,0.3142819486730566,0.6633806899377134,0.09901544334142198,0.8857732985894242,0.5818505129827689,0.6996401859458643,0.0653247258587896,0.9621006341841593,0.834152248527354,0.9777985131484359,0.8167385567205921,0.7086413628663014,0.21025779263619465,0.7253348514936018,0.3499596528195531,0.8403690985152874,0.46795552166458027
8,3.8546293267855254,0.44809658089531196,0.8108598396206068,0.4416778052077519,0.48349644326161323,0.07733828782858046,0.728044504949121,0.02377431362751769,0.9693680096975501,0.878230737855453,0.7033878949904575,0.24769305416487997,0.9414594928984359,0.7454222060617031,0.9430476308870096,0.26607399437705653,0.8650080673647408,0.45465731595189446,0.8260296575361867,0.3681286197081483,0.5790976788952215,0.014194068351002117,0.734967168273486,0.4451327730445968,0.9621958704679734,0.7549128961847812,0.7973228149448026,0.3266888355069454,0.6003362722800921,0.07468408572623145,0.8008699468780968,0.34574989053042693,0.6613877977279663,0.0781258935680306,0.7141936633093587,0.027696416153557973,0.9752875268595743,0.8997642559797907,0.9788930066528351,0.8797669934543028,0.8984681872948838,0.5089916261625441,0.6404210579116331,0.07085174299382892,0.548979175413439,0.029191440887503743,0.6075667319291038,0.147068788463255,0.6414343069883638,0.18546526480461276,0.7732452790674663,0.17721846819235942,0.6413616809231877,0.29006356227297725,0.7625665271932001,0.3368678206561435,0.4156313331571064,0.7908384274996387,0.3779658147939149,0.48247289630787726,0.07653917356550853,0.9666184164756411,0.8581382905400013,0.9112607434845716,0.6202922314249787,0.8384089774155821,0.4050101620463765,0.8167490268436512,0.37614401657323493,0.7313674518220797,0.4306205372266879,0.7794708243992136,0.29814674992977125,0.5951398958948164,0.06527092242337304,0.784054257331638,0.3124494672433572,0.599815549866188,0.05887954999937839,0.9667708554697646,0.8687249742683556,0.9675276327198173,0.843337379378698,0.5958863471350321,0.12785572408497065,0.6586697795330996,0.2790075624545653,0.765670072146574,0.39989217039687824
9,3.811476406234788,0.4473034896016919,0.8871676440855789,0.5093023383517641,0.46496761092546923,0.08221190441316885,0.7040134355084884,0.025976320549302705,0.9633664418824301,0.870004285297595,0.6243361945613539,0.13733641737308822,0.9542500896255268,0.7111121061197808,0.9259171002964748,0.29024350697427215,0.8710206114433847,0.43114753353450186,0.9370868926558246,0.3826682966061783,0.6399344021167153,0.015662147299857022,0.819581869162793,0.45187777640242094,0.9729123809557791,0.7460330878244363,0.7388277062544162,0.26922877667740475,0.6083412341169658,0.09217753700987279,0.8026142391481802,0.4086166097285203,0.6619027273858602,0.09176791581252344,0.7573004647059803,0.07662257154159019,0.977155046582745,0.9071163756044609,0.9811446481171727,0.8390874504422183,0.891235951219918,0.5837277536362163,0.6906059258046802,0.07433043043258304,0.5456412037486877,0.023679279884021725,0.6248049797986865,0.1477262126301366,0.7248769291566668,0.21666914469946652,0.7531160508343828,0.16614550252625288,0.6770825179866776,0.32256264493145925,0.7768924730031093,0.34127053562704207,0.41008018327605955,0.8549112011559729,0.4393589017647977,0.46268225128963725,0.08439201013103492,0.9633651634626674,0.8552814511616842,0.9282407649946532,0.6110911574690983,0.8593936683538186,0.40038682715554824,0.9271368255761504,0.3646119056645635,0.811160651931995,0.42387614397482215,0.7257161081383734,0.23453179009930225,0.5906054342290525,0.08206245666521321,0.7914193395646004,0.3763205856176707,0.6018548805896813,0.06348551752697154,0.9678605581922504,0.8693238201086473,0.9677878705849945,0.7988066383201067,0.6141193082192795,0.104744424804622,0.6839278643253437,0.29891678960098433,0.783345459373898,0.4004793613376711
10,3.77343144412327,0.4258019034191047,0.7892345630382251,0.4520572507713676,0.6838256440714019,0.19448090148209984,0.7919779889094636,0.033244252137647146,0.9714805325465428,0.9072537567273791,0.5439548725255547,0.1373283385901856,0.9464085555315382,0.7018535546783998,0.9533730836017698,0.34929573955871046,0.8949545293987344,0.445497292146298,0.8307848179636695,0.3671873036432528,0.6000989644060234,0.01174789538668364,0.7681249609417083,0.4601300733295062,0.9540591443034034,0.7409544806164423,0.8375101896031449,0.3540330551335428,0.652876618596801,0.11408248331385196,0.8675715172609291,0.5221970182129679,0.7699320552418673,0.15646814076731544,0.7847360622645878,0.031173314268515023,0.9741279979869467,0.8876664571091035,0.9825756770754057,0.896142639979641,0.9473429417098679,0.7092485595445234,0.6838982111176819,0.057882491898841745,0.5622215814827084,0.03406915320819705,0.6834923302306993,0.18875855552469273,0.7457570800749969,0.33761020611536613,0.7923538681209806,0.20394750221310626,0.7172705154438049,0.31247509563143344,0.7973055501326329,0.3694917504611181,0.4136928363732487,0.7679311286330746,0.3795178134930887,0.6768921872960074,0.17773652854432603,0.9686695182424403,0.8917308795608866,0.9159581385458817,0.5937270019379671,0.8694095727047049,0.40957684533015726,0.8267127804119676,0.3745479321126464,0.7675331195461608,0.4509509158107816,0.8195040052427641,0.31700171107567066,0.6431822763718152,0.08422652286367394,0.8549003518175569,0.4701440919398943,0.71051533508208,0.0915633335313426,0.9637128550683574,0.8617989887377818,0.9638849001684524,0.8419251541065567,0.6789401026360373,0.1547849106731798,0.7172362221067491,0.30338285582260915,0.8096654995916032,0.4268410323693709
11,3.742872217737708,0.4453648219950652,0.9016397761148124,0.5241589182914127,0.5531938066870639,0.08281797113961108,0.7179177771848105,0.021538777853073742,0.9771501528694937,0.9040676299714514,0.7818615453838392,0.32329305990842905,0.9536459633482464,0.7612951583569803,0.9480503071230091,0.3326978292936687,0.8741271829780101,0.45805692046441115,0.8663351025408605,0.3284365082138873,0.5990422974716678,0.013939652903297925,0.7841752943948285,0.43627977274350993,0.9723849287353875,0.7135044150687824,0.7801087285424557,0.28382358541703245,0.6794555331549599,0.12963698383452835,0.8178501224743038,0.3529254233884607,0.6905508708687124,0.09938915537276585,0.7274637724475221,0.05436887849647491,0.9817243637301025,0.922045036722212,0.9916736652242868,0.9197301985036841,0.9191289149752438,0.632938020579049,0.7456811797752807,0.10128962830917866,0.5722599008189465,0.05595506872632639,0.6576095826386105,0.20276039775744487,0.7487805717521544,0.29925298354503765,0.7961879656608218,0.21265800307644245,0.6428192163474126,0.28620718719214555,0.7954160970478016,0.3635795063511269,0.41087320468763766,0.872599990985152,0.44817743621727774,0.5506203530169581,0.0864641349762822,0.9711843759910196,0.8825903012059694,0.9209405884147562,0.6354479030367151,0.8529036380977845,0.39998239167797817,0.8491186642737935,0.2971535659925303,0.7749058232992615,0.40856270203084893,0.763772436040186,0.2468493033495327,0.6581588328689973,0.08356220072126745,0.8036349577443388,0.320258516891366,0.6197762135511787,0.06110640706232322,0.9700583122791275,0.8808975548040586,0.9839569779900316,0.8779984559646942,0.6383166306930156,0.1545372099067048,0.647680512150925,0.26816094725188977,0.7918418871597683,0.4034499354059625
12,3.708132655202341,0.4562918575960522,0.8395483206235622,0.5217028385389365,0.6110109636213434,0.09227892561720144,0.8059959975856991,0.03226734978890501,0.9782268767352589,0.8962797933789114,0.71506698666217,0.3540977473925855,0.9444303936474295,0.7403138995524998,0.9671682540911766,0.36028220204740824,0.8959462240542176,0.4689940137025763,0.9002133823106899,0.4795112846240104,0.6884628273629639,0.020139823862535336,0.862233558736495,0.5741336025936374,0.9708601264194379,0.7761022098629264,0.8573331659610363,0.38525762719699896,0.69720010633554,0.14423046955710744,0.8579635987522287,0.4528664570793456,0.7911011339050183,0.15367733583703136,0.7973855931203438,0.04168451089427424,0.9783475710487106,0.9110226275616877,0.993998198358611,0.9071660534976763,0.9771591203723601,0.6404144665921583,0.7302143173946101,0.12365750739179412,0.6299098485529806,0.050544376772087,0.73765756520512,0.2631867445477678,0.8395503903974219,0.3537706855271433,0.8626364660196291,0.2948130968644335,0.8077801517193578,0.38669368722818553,0.836053889961285,0.4009649745196087,0.42083002907745176,0.828827593102916,0.4411296031797126,0.6119339595667294,0.0921340076352415,0.9750738360973061,0.8640414089170285,0.9043161920375719,0.6143605333870058,0.8662454881220936,0.4209657489917995,0.8937276098325616,0.4484563121285955,0.8484883573135591,0.5406114623858205,0.8367200274863363,0.31938037292660193,0.6904579154511751,0.09808856349746224,0.8435583068938,0.41365433632505444,0.7060672841098201,0.08394513519471075,0.9623055929415283,0.8562966070375356,0.9837923499031056,0.8509744979763646,0.7260206185821607,0.19873970099534305,0.8011662944867819,0.3634072300847284,0.8319134283951628,0.44041236804420036
13,3.6796109031502,0.4529138761602632,0.8000480518452378,0.3867660105597574,0.4991602368767979,0.08181743406469573,0.7242102302833532,0.02011976403519891,0.9700609229435851,0.8602531439124721,0.49690309852518605,0.09713964395576022,0.8486510342132925,0.5214819679078462,0.9434770514036739,0.45156373993144616,0.7661822318910861,0.2525471302503255,0.778346437575115,0.21889965370613282,0.584127292740819,0.01194022569504444,0.7728702088675071,0.4212003847483409,0.9455424198406426,0.604401588943887,0.7888727861648277,0.33232144629111793,0.6239389532290526,0.12793861174551532,0.8308913510574419,0.39760672137591047,0.6818305685022322,0.10700410922350065,0.7461182561900004,0.05674500984981351,0.9788251747503633,0.9105673587360439,0.9824231584357203,0.8685605280698058,0.907507150042219,0.5427208602710452,0.6553136484117598,0.04962195759879237,0.5539054630023397,0.05790313618399448,0.6420003510178331,0.19376887495727235,0.6046639170481789,0.22653684108521682,0.7638870556258439,0.2382606666424457,0.7299735206715556,0.36632932624778963,0.7546050219675255,0.3232313898457374,0.4130760419420213,0.7808086318724616,0.3268918989861823,0.4920225105226416,0.08066304536385735,0.9663453888856579,0.8396979214799808,0.8070921636122146,0.42913276450193594,0.7449422905262704,0.20877797684028299,0.7635887408919312,0.19791321215419538,0.7613241816796094,0.3968455350840509,0.7560028536161711,0.25851581016195413,0.6121353221649797,0.06901508361766338,0.8154299489519284,0.360015691071793,0.6048363817579586,0.05777820932901595,0.9650439678716755,0.8574547083898107,0.9629745158111683,0.8041038561786553,0.6356463897107125,0.13302816725385813,0.7120740846509287,0.3431681587009469,0.7586844915017541,0.35753346927427887
